source,target,weight
Capelinha,Perdões,705
Cabo Verde,Passos,300
Martins Soares,Orizânia,134
Brumadinho,Crucilândia,95
Jequitinhonha,Novo Oriente de Minas,240
Careaçu,Natércia,65
Cantagalo,Governador Valadares,205
Baldim,Sete Lagoas,50
Cássia,Pratápolis,25
Açucena,Carbonita,470
Alterosa,Cabo Verde,110
Espera Feliz,Alto Jequitibá,60
Belo Horizonte,Pavão,540
Betim,Montes Claros,360
Ipatinga,Santo Antônio do Jacinto,720
Conceição do Mato Dentro,Serro,120
Divinolândia de Minas,São José do Jacuri,205
Barão de Cocais,Bom Jesus do Amparo,60
Cambuquira,Varginha,60
Cássia,Delfinópolis,60
Itumirim,Lavras,30
Barroso,Dores de Campos,20
Carbonita,São João Evangelista,280
Doresópolis,Iguatama,80
Frei Gaspar,Teófilo Otoni,50
Ibitiúra de Minas,Santa Rita de Caldas,20
Pouso Alto,Virgínia,40
Água Boa,Perdões,650
Coluna,Paulistas,55
Lagoa da Prata,Leandro Ferreira,155
Nova Serrana,Rio Paranaíba,180
Governador Valadares,Jampruca,80
São Gonçalo do Sapucaí,São Lourenço,170
Botelhos,Passos,335
Arceburgo,Passos,150
Conceição das Pedras,Piranguinho,70
Divinópolis,Passos,180
Carmo do Rio Claro,Paraguaçu,180
Curvelo,Felixlândia,60
Galiléia,Governador Valadares,60
Monte Azul,Montes Claros,240
Belo Oriente,Itamarandiba,425
Fervedouro,Nanuque,540
Astolfo Dutra,Guarani,50
Conselheiro Lafaiete,Santana dos Montes,50
Itabirito,Simonésia,390
Divinópolis,Varzelândia,510
Lavras,Nazareno,90
Argirita,Cataguases,80
Bom Sucesso,Perdões,40
Guarani,Visconde do Rio Branco,120
Raul Soares,Timóteo,240
Espinosa,Montes Claros,270
Piranguinho,Pouso Alegre,55
Araçuaí,Belo Horizonte,611
Carbonita,Guanhães,340
Perdões,Santa Maria do Suaçuí,615
Catuji,Divisa Alegre,225
Coronel Fabriciano,Itamarandiba,510
Piranga,Porto Firme,45
Coronel Pacheco,Rio Novo,30
Pavão,Santa Helena de Minas,120
Bonfim,Mário Campos,80
Ituiutaba,Santa Vitória,80
Conceição da Aparecida,Poços de Caldas,265
Gonzaga,Virgolândia,130
Belo Oriente,Carbonita,500
Machacalis,Santa Helena de Minas,35
Durandé,Mutum,90
Fronteira dos Vales,Novo Oriente de Minas,150
Carangola,Manhuaçu,120
Chapada do Norte,Minas Novas,40
Extrema,Itapeva,20
Perdões,Ribeirão Vermelho,20
Campanha,Itajubá,190
Delfinópolis,Passos,170
Botelhos,Monte Belo,90
Dores de Campos,Ressaquinha,90
Campo do Meio,Três Pontas,120
Rio Vermelho,Santo Antônio do Itambé,75
Carangola,Pedra Bonita,100
Congonhas,Conselheiro Lafaiete,25
Itinga,Padre Paraíso,100
Belo Horizonte,Itaobim,505
Montalvânia,Perdões,1020
Cachoeira de Minas,Santa Rita do Sapucaí,30
Divisa Alegre,João Pinheiro,600
Indaiabira,Salinas,120
Leme do Prado,Turmalina,120
Itajubá,São Gonçalo do Sapucaí,135
Muriaé,Ubá,150
Gonçalves,Itajubá,120
Aiuruoca,São Vicente de Minas,170
Dom Joaquim,Serro,90
Aimorés,Ipatinga,280
Caraí,Teófilo Otoni,100
Alvorada de Minas,Serra Azul de Minas,150
Coronel Fabriciano,São José do Goiabal,150
Machado,São João da Mata,55
Barbacena,Dores de Campos,60
Bonfim,Itatiaiuçu,60
Estiva,Itapeva,60
Ipatinga,São Pedro dos Ferros,260
Itanhandu,Jesuânia,130
Mutum,Reduto,150
Guanhães,Nacip Raydan,240
Passa Quatro,São Lourenço,85
Campanha,Caxambu,105
Alfenas,Serrania,45
Raul Soares,São José do Goiabal,120
Lambari,São Lourenço,85
Almenara,Novo Oriente de Minas,300
Almenara,Jordânia,100
Aricanduva,Capelinha,30
Bonfim,Sarzedo,90
Carmo do Rio Claro,Varginha,165
Conceição das Pedras,Itajubá,90
Congonhal,Poços de Caldas,150
Cristais,Formiga,150
Divisa Alegre,Montes Claros,300
Dores do Indaiá,Quartel Geral,40
Glaucilândia,Montes Claros,30
Guanhães,Virgolândia,225
Guaraciaba,Teixeiras,50
Heliodora,São Sebastião da Bela Vista,45
Ipatinga,Jacinto,600
Itueta,Santa Rita do Itueto,40
João Monlevade,Rio Piracicaba,30
Manga,São João das Missões,40
Manhumirim,São João do Manhuaçu,80
Montes Claros,Porteirinha,160
Montezuma,Rio Pardo de Minas,90
Ninheira,São João do Paraíso,30
Orizânia,Reduto,80
Ouro Verde de Minas,Teófilo Otoni,60
Pedro Leopoldo,Prudente de Morais,25
São João da Ponte,Varzelândia,30
Juiz de Fora,Nanuque,795
Coroaci,Guanhães,190
Coronel Fabriciano,São João Evangelista,290
Governador Valadares,Tumiritinga,90
Guaranésia,Monte Santo de Minas,55
Brazópolis,Itajubá,40
Coronel Fabriciano,Itabira,150
Guaxupé,Nova Resende,90
Barbacena,Barroso,40
Cambuí,Paraisópolis,80
Ponte Nova,Urucânia,40
Coronel Fabriciano,São Pedro dos Ferros,230
Carbonita,São José do Jacuri,185
Perdões,São João do Paraíso,905
Alto Rio Doce,Senador Firmino,70
Cristina,Itajubá,70
Dom Viçoso,São Lourenço,35
Luz,Rio Paranaíba,100
Governador Valadares,São José do Divino,150
Águas Formosas,Santa Helena de Minas,60
Cantagalo,Senhora do Porto,120
Divisa Alegre,Pedra Azul,60
Almenara,João Monlevade,595
Virginópolis,Virgolândia,175
Santa Efigênia de Minas,Virgolândia,115
Governador Valadares,São João Evangelista,225
Astolfo Dutra,Rio Novo,80
Olhos-d'Água,São Pedro do Suaçuí,335
Boa Esperança,Formiga,180
Ipatinga,Joanésia,90
Olímpio Noronha,Pouso Alto,90
Gurinhatã,Ituiutaba,80
Fortuna de Minas,Inhaúma,20
Nacip Raydan,São José da Safira,40
Itabirito,Santa Bárbara,210
Caldas,Congonhal,95
Camanducaia,Pouso Alegre,70
Indianópolis,Monte Carmelo,90
Carmo do Rio Claro,Conceição da Aparecida,35
Almenara,Pavão,240
Salinas,São João do Paraíso,170
Cambuí,Pouso Alegre,50
Itajubá,São Lourenço,130
Indaiabira,Montes Claros,290
Arinos,Brasilândia de Minas,240
Fronteira dos Vales,Pavão,95
Guaranésia,Monte Belo,95
Campanário,Carlos Chagas,170
Catas Altas da Noruega,Rio Espera,30
Cristina,Maria da Fé,30
Machado,São Gonçalo do Sapucaí,120
Guaxupé,Passos,175
Itacarambi,Paracatu,580
Leopoldina,Manhumirim,290
Cataguases,Mercês,130
Fronteira,Itapagipe,90
Barão de Cocais,Caeté,70
Belo Horizonte,Dom Joaquim,265
Crisólita,Jequitinhonha,150
Águas Formosas,Jequitinhonha,120
Ibirité,Piedade dos Gerais,120
Belo Horizonte,Conceição do Mato Dentro,210
Presidente Juscelino,Presidente Kubitschek,130
Alfenas,Campo do Meio,90
Candeias,São Francisco de Paula,90
Jequitinhonha,Pavão,180
Santa Juliana,Uberaba,90
Betim,Mateus Leme,25
Bom Sucesso,Ibituruna,25
Bonfim,Moeda,50
Carvalhópolis,Cordislândia,50
Guarani,Tocantins,50
Lagoa Santa,Rio Vermelho,450
Itaobim,Leopoldina,600
Itanhandu,São Lourenço,60
Senador Firmino,Senhora de Oliveira,60
Senador Firmino,Ubá,60
Catas Altas,João Monlevade,100
Berizal,Salinas,90
Diamantina,São Sebastião do Paraíso,660
Alpinópolis,Paraguaçu,215
Itabira,Passabém,85
Carbonita,Virginópolis,370
Muriaé,Nanuque,625
Antônio Prado de Minas,Muriaé,40
Arceburgo,São Sebastião do Paraíso,70
Cambuquira,Passa Quatro,210
Catas Altas,São Gonçalo do Rio Abaixo,70
Guarani,Ubá,70
Mato Verde,Montes Claros,200
Pedralva,São José do Alegre,20
Raul Soares,São Pedro dos Ferros,20
Campina Verde,Frutal,120
Joaquim Felício,São Francisco,360
Campos Gerais,Três Pontas,85
Araçuaí,Padre Paraíso,140
Candeias,Oliveira,130
Mário Campos,Piedade dos Gerais,120
Belo Horizonte,Piedade dos Gerais,190
Mercês,Muriaé,270
Itamarandiba,Virginópolis,295
Conceição do Mato Dentro,Rio Vermelho,250
Areado,Carmo do Rio Claro,80
Dionísio,Timóteo,105
Joaíma,Novo Oriente de Minas,190
Muriaé,Paiva,300
São João Nepomuceno,Ubá,120
Senhora de Oliveira,Ubá,120
Estrela do Sul,Guimarânia,170
Caratinga,Vargem Alegre,50
Leandro Ferreira,Moema,100
Carmo do Rio Claro,Elói Mendes,205
Paraisópolis,Santa Rita do Sapucaí,75
Carmo do Rio Claro,Ilicínea,65
Governador Valadares,Santo Antônio do Jacinto,630
Espera Feliz,Manhumirim,70
Dores do Indaiá,São Gotardo,210
Belo Horizonte,Brumadinho,85
Piedade dos Gerais,Sarzedo,130
Bicas,Pequeri,30
Bueno Brandão,Inconfidentes,30
Cambuí,Extrema,60
Carangola,Santa Margarida,120
Centralina,Uberlândia,120
Matias Cardoso,Montalvânia,120
Capetinga,Pratápolis,60
Carmésia,Santa Maria de Itabira,115
Arceburgo,Itamogi,50
Bandeira do Sul,Poços de Caldas,50
Divisa Alegre,Pirapora,420
Divinolândia de Minas,Itamarandiba,310
Areado,Poços de Caldas,190
Astolfo Dutra,Goianá,95
Cataguases,Rio Pomba,95
Cataguases,Laranjal,50
Águas Formosas,Nanuque,255
Canaã,Viçosa,60
Brumadinho,Mário Campos,20
Dona Eusébia,Piraúba,40
Belo Horizonte,Januária,530
Manhumirim,Martins Soares,25
Mariana,Santana do Manhuaçu,340
Carbonita,Divinolândia de Minas,385
Glaucilândia,Juramento,25
Itanhandu,Passa Quatro,25
Coronel Fabriciano,Itanhomi,180
João Monlevade,Ponte Nova,180
Astolfo Dutra,Coronel Pacheco,110
Itapeva,Pouso Alegre,90
Araçuaí,Teófilo Otoni,240
Astolfo Dutra,Piraúba,30
Belo Horizonte,Guanhães,240
Belo Horizonte,Uberlândia,480
Campo do Meio,Campos Gerais,30
Catas Altas,Itabirito,180
Comercinho,Teófilo Otoni,240
Eugenópolis,Muriaé,30
Montes Claros,Patrocínio,480
Nova Serrana,Varzelândia,480
Oliveira Fortes,Santos Dumont,30
Astolfo Dutra,Juiz de Fora,155
Passos,Poços de Caldas,385
Crisólita,Santa Helena de Minas,95
Abaeté,Dores do Indaiá,70
Dom Silvério,Ponte Nova,70
Itajubá,Natércia,120
Ponte Nova,Raul Soares,120
Rio Vermelho,Sabinópolis,85
Guaranésia,Passos,175
Malacacheta,Santa Maria do Suaçuí,135
Mirabela,Paracatu,450
Glaucilândia,Itacambira,120
Borda da Mata,Pouso Alegre,25
São Geraldo,Teixeiras,65
Capitólio,São Sebastião do Paraíso,180
Campo Belo,Formiga,90
Lontra,Montes Claros,105
Pavão,Teófilo Otoni,105
Conceição de Ipanema,Santana do Manhuaçu,25
Andrelândia,Caxambu,165
Lagoa Santa,Morro do Pilar,180
Almenara,Crisólita,210
Alterosa,Carmo do Rio Claro,60
Angelândia,Capelinha,45
Astolfo Dutra,Dona Eusébia,15
Bonfim,Rio Manso,15
Cambuquira,Pouso Alto,155
Conceição dos Ouros,Santa Rita do Sapucaí,45
Coronel Pacheco,Goianá,15
Entre Folhas,Vargem Alegre,15
Fernandes Tourinho,Sobrália,15
Goianá,Juiz de Fora,60
Gonzaga,Sardoá,30
Iraí de Minas,Romaria,35
Jaguaraçu,Marliéria,15
Jesuânia,Olímpio Noronha,15
Lamim,Rio Espera,15
Poço Fundo,São João da Mata,30
Salinas,Taiobeiras,50
São José do Jacuri,São Pedro do Suaçuí,30
Dom Cavati,Fernandes Tourinho,55
Januária,Montes Claros,160
Japonvar,Montes Claros,80
Jequitinhonha,Perdões,865
José Raydan,Novo Cruzeiro,300
Iguatama,Piumhi,120
Extrema,Pouso Alegre,105
São Pedro dos Ferros,Timóteo,210
Montes Claros,Salinas,190
Espera Feliz,Reduto,90
Couto de Magalhães de Minas,Inimutaba,240
Careaçu,Santa Rita do Sapucaí,70
Jesuânia,São Lourenço,65
Almenara,Perdões,910
Braúnas,Mesquita,60
Campo Belo,São Francisco de Paula,60
Couto de Magalhães de Minas,Felício dos Santos,60
Ipatinga,Pingo-d'Água,60
Araújos,São Gonçalo do Pará,55
Careaçu,Machado,150
Manhumirim,Orizânia,100
São Thomé das Letras,Varginha,95
Bicas,São João Nepomuceno,45
Ipiaçu,Monte Alegre de Minas,220
Água Boa,Senhora do Porto,240
Dores de Guanhães,Santa Maria de Itabira,115
Divinópolis,Pará de Minas,90
Congonhal,Senador José Bento,35
Martins Soares,Miradouro,195
Barão de Cocais,Itabirito,220
Araxá,Pratinha,120
Brumadinho,Sarzedo,30
Datas,Presidente Kubitschek,30
São Roque de Minas,Vargem Bonita,30
Rio Doce,São Gonçalo do Rio Abaixo,180
Itajubá,Santa Rita do Sapucaí,50
Barbacena,Pouso Alegre,395
Elói Mendes,Três Corações,80
Belo Horizonte,Nova Era,130
Governador Valadares,Peçanha,180
Ritápolis,São Tiago,50
Leopoldina,Ubá,120
Campo Belo,Oliveira,90
Lagoa Dourada,São João del Rei,45
Nazareno,Santo Antônio do Amparo,90
Carmo de Minas,Piranguinho,110
Patrocínio,Porteirinha,471
Coronel Fabriciano,Virginópolis,190
Espera Feliz,Manhuaçu,100
Almenara,Joaíma,80
Carandaí,Ressaquinha,20
Carmo de Minas,Lambari,60
Mirabela,Varzelândia,100
Monte Santo de Minas,Passos,120
Naque,Periquito,20
Muzambinho,Passos,225
Alpinópolis,Elói Mendes,240
Caratinga,Medina,470
Januária,Perdões,775
Timóteo,Virginópolis,195
Monte Santo de Minas,Muzambinho,105
Catuji,Itinga,120
Fortuna de Minas,Sete Lagoas,50
Cambuquira,Itanhandu,180
Pará de Minas,Santa Juliana,535
Carbonita,Coronel Fabriciano,545
Medina,Padre Paraíso,105
São José do Goiabal,São Pedro dos Ferros,90
Ewbank da Câmara,Santos Dumont,15
Itamonte,Itanhandu,30
Manhuaçu,Santa Margarida,30
Pouso Alegre,Senador José Bento,60
Alto Jequitibá,Reduto,30
São João do Oriente,Ubaporanga,60
Alvinópolis,Belo Horizonte,175
Poços de Caldas,Santa Rita de Caldas,85
Belo Horizonte,Pedras de Maria da Cruz,515
Bom Jesus do Galho,Ipatinga,110
Peçanha,Santa Maria do Suaçuí,95
João Monlevade,Manhumirim,180
Aimorés,Naque,240
Monte Belo,Passos,225
Espera Feliz,Miradouro,105
Crucilândia,Itaúna,115
Passa Quatro,Três Corações,230
Córrego Danta,Tapiraí,25
Rio Casca,São José do Goiabal,60
Ubá,Visconde do Rio Branco,25
Muriaé,Viçosa,135
Águas Formosas,Almenara,180
Coronel Fabriciano,Dionísio,120
Guanhães,Sardoá,120
João Monlevade,Santa Bárbara,60
Barão de Cocais,Sabará,105
Belo Horizonte,Japonvar,420
Campanário,Nanuque,210
Caratinga,Entre Folhas,35
Guarani,Juiz de Fora,105
Itaobim,Rubim,140
Carmésia,Morro do Pilar,80
São José da Varginha,Sete Lagoas,160
Bom Jardim de Minas,Liberdade,45
Gonzaga,Guanhães,90
Ipatinga,Itueta,255
Cambuquira,Elói Mendes,110
Aguanil,Formiga,120
Delfinópolis,São João Batista do Glória,130
Belo Oriente,Guanhães,150
Patos de Minas,São João do Paraíso,710
São Brás do Suaçuí,São João del Rei,115
Barbacena,Ressaquinha,20
Doresópolis,Piumhi,40
Galiléia,Itueta,80
Governador Valadares,São Geraldo da Piedade,100
Piraúba,Ubá,50
Pouso Alto,São Lourenço,30
Resplendor,Santa Rita do Itueto,60
Rio Pomba,Tabuleiro,20
Guapé,Varginha,180
Ipatinga,Jequitinhonha,465
José Raydan,Malacacheta,150
Juiz de Fora,Rio Novo,75
Cachoeira da Prata,Pequi,65
Crisólita,Fronteira dos Vales,65
Patos de Minas,Sacramento,220
Ingaí,Lavras,45
São José do Jacuri,Virginópolis,170
Divino,Reduto,105
Além Paraíba,Cataguases,70
Medina,Ponto dos Volantes,54
Brumadinho,Piedade dos Gerais,95
Ibituruna,Santo Antônio do Amparo,60
Joaíma,Teófilo Otoni,255
Muriaé,Alto Jequitibá,170
Alvinópolis,Dom Silvério,25
Conselheiro Lafaiete,Cristiano Otoni,25
Dom Silvério,Rio Doce,25
Coronel Fabriciano,Rio Casca,190
Santana do Riacho,Vespasiano,140
Elói Mendes,São Lourenço,230
Alfenas,Carmo do Rio Claro,120
Capelinha,Novo Cruzeiro,160
Divino das Laranjeiras,Timóteo,280
Belo Horizonte,Reduto,440
Aguanil,Cristais,30
Antônio Carlos,Barbacena,15
Antônio Carlos,Santos Dumont,60
Bias Fortes,Pedro Teixeira,30
Coluna,São João Evangelista,90
Divinolândia de Minas,Sardoá,60
Itacarambi,Montes Claros,240
Ituiutaba,Planura,210
Montes Claros,Padre Paraíso,600
Montes Claros,Pedra Azul,450
Dona Eusébia,Rio Pomba,65
Heliodora,Lambari,50
Leopoldina,Miraí,85
Coronel Fabriciano,Guanhães,230
Alfenas,Santana da Vargem,110
Pequi,Sete Lagoas,130
Frei Inocêncio,Pescador,75
Poté,Turmalina,255
Caratinga,Teófilo Otoni,240
Brazópolis,Piranguinho,20
Careaçu,São Sebastião da Bela Vista,20
Dores do Turvo,Senador Firmino,20
Jacutinga,Ouro Fino,40
Alfenas,São João da Mata,100
Astolfo Dutra,Tocantins,60
Bicas,Descoberto,60
Juiz de Fora,Piraúba,120
Manga,Montes Claros,300
Ouro Preto,Pocrane,465
Capela Nova,Carandaí,45
Curral de Dentro,Salinas,90
Desterro de Entre Rios,Oliveira,120
Itamarandiba,Minas Novas,170
Paracatu,São Lourenço,780
Francisco Sá,Taiobeiras,230
Além Paraíba,Miraí,90
Datas,Diamantina,50
Inhaúma,Prudente de Morais,50
Matozinhos,Sete Lagoas,25
Dores de Guanhães,Itabira,155
Cristina,São Lourenço,55
Itanhandu,Olímpio Noronha,110
João Pinheiro,Montes Claros,330
Moema,Santa Juliana,440
Olhos-d'Água,São José do Jacuri,310
Campo Belo,Cana Verde,30
Coronel Pacheco,Guarani,60
Alterosa,Varginha,165
Bom Sucesso,Ijaci,35
Rio Novo,São João Nepomuceno,35
Conceição da Aparecida,Varginha,205
Conselheiro Lafaiete,Senador Firmino,155
Guanhães,Novo Cruzeiro,430
Almenara,Ipatinga,480
Brumadinho,Ibirité,40
Cambuí,Consolação,40
Dionísio,São Domingos do Prata,40
Pedras de Maria da Cruz,São João das Missões,160
Campos Gerais,Varginha,125
Caetanópolis,Pedro Leopoldo,90
Ouro Preto,Simonésia,340
Cataguases,Miraí,50
Aguanil,Candeias,60
Belo Oriente,Coronel Fabriciano,60
Conceição dos Ouros,Pouso Alegre,60
Abre Campo,Santana do Manhuaçu,130
São Lourenço,Varginha,200
Novo Cruzeiro,Santa Maria do Suaçuí,270
Januária,São Romão,228
Almenara,Fronteira dos Vales,145
Conceição da Aparecida,Paraguaçu,145
Papagaios,Pitangui,75
Itabira,Sardoá,315
Conselheiro Lafaiete,Rio Espera,85
Paraisópolis,Sapucaí-Mirim,25
Abaeté,Quartel Geral,30
Sabinópolis,Sardoá,150
Fervedouro,Martins Soares,165
Itinga,Ponto dos Volantes,53
Mariana,Simonésia,325
Açucena,Ipatinga,85
Alterosa,Paraguaçu,105
Bom Repouso,Pouso Alegre,45
Camanducaia,Extrema,30
Conceição do Mato Dentro,Santo Antônio do Itambé,150
Corinto,Santo Hipólito,50
Dom Cavati,Tarumirim,30
Goianá,Guarani,45
Manga,Pedras de Maria da Cruz,200
Martins Soares,Muriaé,240
Miradouro,Orizânia,75
Ouro Branco,Ouro Preto,60
Piraúba,Tocantins,30
Porto Firme,Viçosa,45
Pouso Alegre,São João da Mata,70
Silvianópolis,Turvolândia,30
Tarumirim,Timóteo,135
Alterosa,Areado,20
Cordislândia,São Gonçalo do Sapucaí,40
Maravilhas,São José da Varginha,40
Lajinha,Muriaé,305
Botumirim,Montes Claros,150
Januária,São Francisco,138
Campanha,Pouso Alegre,105
Ipanema,Ouro Preto,410
Itumirim,São João del Rei,100
Santa Maria do Suaçuí,Setubinha,195
Couto de Magalhães de Minas,Presidente Juscelino,180
Dores do Turvo,Ubá,75
Bom Jesus da Penha,Passos,72
Caldas,Pouso Alegre,120
Lajinha,Martins Soares,60
Curvelo,São Sebastião do Paraíso,515
Pouso Alto,Três Corações,175
Campos Gerais,Santana da Vargem,55
Perdões,Taiobeiras,825
Capelinha,Teófilo Otoni,300
Montes Claros,Olhos-d'Água,50
Areado,Varginha,145
Inhapim,São João do Oriente,45
Padre Carvalho,Salinas,90
Leopoldina,Nanuque,690
Catas Altas da Noruega,Viçosa,125
Araçuaí,Itinga,40
Catas Altas da Noruega,Piranga,40
Araxá,Taiobeiras,900
Martinho Campos,São Sebastião do Paraíso,410
Arceburgo,Itaú de Minas,110
Inhaúma,Matozinhos,65
Aguanil,Boa Esperança,60
Boa Esperança,Cristais,60
Descoberto,Guarani,30
Divinolândia de Minas,Guanhães,60
Janaúba,Montes Claros,120
Carmo de Minas,Varginha,175
Catuji,Pedra Azul,170
São João Evangelista,Setubinha,295
Maravilhas,São José da Lapa,155
Guanhães,Setubinha,360
Manhumirim,Muriaé,180
Conceição da Aparecida,Elói Mendes,175
Divino,Manhumirim,125
Rio Vermelho,Serra Azul de Minas,50
Belo Horizonte,Senador Firmino,295
Padre Paraíso,Pedra Azul,145
José Raydan,Setubinha,210
Almenara,Rubim,45
Angelândia,Malacacheta,90
Belo Horizonte,João Monlevade,90
Belo Horizonte,Rio Vermelho,360
Belo Horizonte,Salinas,450
Berilo,Minas Novas,90
Bocaiúva,Itacambira,90
Bocaiúva,Olhos-d'Água,45
Carmo do Paranaíba,São Gotardo,90
Centralina,Prata,90
Janaúba,Rio Pardo de Minas,180
Joaíma,Rio do Prado,90
Luislândia,São Francisco,45
Mato Verde,Rio Pardo de Minas,90
Miraí,São Sebastião da Vargem Alegre,45
Santo Antônio do Jacinto,Teófilo Otoni,360
São Francisco,São Romão,90
Itanhandu,Três Corações,200
Coronel Fabriciano,Divinolândia de Minas,175
Ingaí,São Bento Abade,65
Cachoeira da Prata,São José da Varginha,85
Rio Pomba,Visconde do Rio Branco,85
Aimorés,Santana do Manhuaçu,210
Alfenas,Coqueiral,120
Curvelo,Ponte Nova,465
São Pedro do Suaçuí,Setubinha,250
Coronel Pacheco,Piraúba,75
Carmo de Minas,Elói Mendes,205
Rio Casca,Santana do Manhuaçu,145
Além Paraíba,Ipanema,360
Candeias,Divinópolis,140
Cambuquira,Carvalhos,190
Gonzaga,Senhora do Porto,120
Conceição do Mato Dentro,Dom Joaquim,50
Itaverava,Viçosa,150
Elói Mendes,Olímpio Noronha,175
Itambacuri,Teófilo Otoni,30
Mar de Espanha,Pequeri,30
Mar de Espanha,Santana do Deserto,60
Palmópolis,Rio do Prado,30
Paracatu,Patos de Minas,180
Caratinga,São João do Oriente,85
Conceição do Mato Dentro,Serra Azul de Minas,180
Alterosa,Elói Mendes,135
Franciscópolis,Santa Maria do Suaçuí,175
Aimorés,Mutum,120
Ibiá,Iguatama,210
Nacip Raydan,Santa Maria de Itabira,365
Carangola,Muriaé,100
Itaverava,Rio Espera,50
Cássia,Itaú de Minas,45
Fernandes Tourinho,Governador Valadares,95
Papagaios,São José da Lapa,170
Araújos,Bom Despacho,60
Itabira,João Monlevade,60
Sacramento,São Gotardo,190
Perdões,Salinas,770
Bonfim,Itaúna,90
Campo Belo,Lavras,90
Conselheiro Lafaiete,Lagoa Dourada,90
Carandaí,Dores de Campos,100
Rio Pomba,São Domingos do Prata,370
Lagoa Grande,Presidente Olegário,45
São Gonçalo do Sapucaí,Varginha,75
Divisa Alegre,Itaobim,120
Belo Horizonte,Catas Altas,180
Brás Pires,Conselheiro Lafaiete,120
Cana Verde,Lavras,60
Carmo de Minas,Pedralva,70
Congonhal,Pouso Alegre,20
Divinésia,Senhora de Oliveira,80
Fervedouro,São Francisco do Glória,20
Jequitinhonha,Rio do Prado,120
Mariana,Pocrane,435
Juatuba,Moema,175
Peçanha,Senhora do Porto,115
Conselheiro Lafaiete,Piranga,95
Conselheiro Lafaiete,Senhora de Oliveira,95
Itabira,Nacip Raydan,405
Alfenas,Guaranésia,165
Cristália,Francisco Sá,110
Durandé,Muriaé,260
Açucena,Olhos-d'Água,565
Itaobim,Uberaba,1200
Belo Oriente,Olhos-d'Água,600
Itabirito,Santana do Manhuaçu,350
Joaíma,Pavão,130
Franciscópolis,José Raydan,190
Alvorada de Minas,Rio Vermelho,180
Coronel Pacheco,São João Nepomuceno,60
Goianá,Piraúba,60
Pocrane,Santana do Manhuaçu,60
Formiga,Ibiá,285
Belo Horizonte,Cachoeira da Prata,135
Maravilhas,Pedro Leopoldo,135
Alfenas,Cambuquira,180
Cordislândia,Pouso Alegre,100
Crucilândia,Igarapé,100
Guaranésia,Muzambinho,50
Belo Horizonte,Funilândia,90
Dores de Guanhães,Guanhães,90
Santa Maria do Suaçuí,São Pedro do Suaçuí,50
Espírito Santo do Dourado,Pouso Alegre,40
Bandeira do Sul,Muzambinho,95
Alvorada de Minas,Diamantina,150
Andrelândia,Cruzília,110
Martins Soares,Rio Casca,110
Divino,Santa Margarida,70
João Monlevade,Tarumirim,240
Naque,Resplendor,200
Abre Campo,Manhumirim,130
Divinolândia de Minas,Nacip Raydan,145
Muzambinho,São Sebastião do Paraíso,145
Carbonita,Olhos-d'Água,160
Alto Rio Doce,Dores do Turvo,45
Capelinha,Minas Novas,90
Estrela do Sul,Iraí de Minas,75
Guapé,Três Pontas,150
Belo Oriente,São João Evangelista,105
Divinolândia de Minas,São João Evangelista,105
Nova Era,Rio Pomba,390
Espinosa,Patos de Minas,690
Malacacheta,São Pedro do Suaçuí,180
Itabira,Virgolândia,390
Areado,Guaranésia,125
Conselheiro Pena,Galiléia,25
Carvalhos,Três Corações,220
Guaranésia,São Sebastião do Paraíso,95
Nacip Raydan,Virginópolis,160
Cachoeira da Prata,Prudente de Morais,65
Conselheiro Pena,Itueta,65
Muriaé,Piranga,215
Alfenas,Campos Gerais,50
Lavras,Três Pontas,120
Durandé,Fervedouro,185
Rio Vermelho,Serro,120
Monte Carmelo,Uberlândia,90
Elói Mendes,Lambari,145
Ouro Preto,Santana do Manhuaçu,330
Padre Paraíso,Rubim,220
Inhaúma,Pedro Leopoldo,75
Morada Nova de Minas,Três Marias,115
Ibiraci,Pratápolis,50
Ipatinga,Perdões,430
Dom Cavati,Sobrália,40
Manhumirim,Reduto,20
Catas Altas,Ipatinga,240
Iguatama,Tapiraí,60
Monte Belo,Poços de Caldas,145
Alfenas,Pouso Alegre,170
Lajinha,São João do Manhuaçu,150
Monte Alegre de Minas,Uberlândia,60
Itabirito,Pocrane,520
Catas Altas da Noruega,Ervália,175
Coroaci,São João Evangelista,110
Ingaí,Três Corações,110
Belo Horizonte,Santana de Pirapama,180
Novo Cruzeiro,Senhora do Porto,445
Areado,Santana da Vargem,150
Barbacena,Prados,75
Inhaúma,São José da Varginha,100
Ipanema,Pocrane,50
Joanésia,Santana do Paraíso,50
Papagaios,Pedro Leopoldo,150
Resende Costa,São João del Rei,50
Bocaiúva,Mirabela,105
Bocaiúva,São Pedro do Suaçuí,395
Coronel Fabriciano,Pingo-d'Água,80
Areado,Elói Mendes,115
Alpinópolis,Conceição da Aparecida,70
Caldas,Santa Rita de Caldas,30
Conselheiro Pena,Goiabeira,60
Ewbank da Câmara,Juiz de Fora,30
Piranguinho,São Lourenço,120
Itamogi,São Sebastião do Paraíso,25
Açucena,Montes Claros,690
Bambuí,Piumhi,140
Mariana,São João del Rei,190
Muriaé,Visconde do Rio Branco,110
Barbacena,Guarani,150
Cambuquira,São Lourenço,115
Betim,São Sebastião do Oeste,155
Alterosa,Conceição da Aparecida,40
Águas Formosas,Pavão,45
Conceição do Mato Dentro,Lagoa Santa,180
