source,target,weight
Mercês,Piraúba,50
Abre Campo,Ipanema,180
Dom Cavati,Timóteo,90
Ipatinga,Tarumirim,90
Monte Carmelo,Nova Ponte,90
Ponte Nova,Rio Pomba,180
Pocrane,Ponte Nova,310
Porto Firme,Tocantins,130
Pouso Alegre,São Lourenço,170
Antônio Dias,João Monlevade,80
Arapuá,Carmo do Paranaíba,40
Caratinga,João Monlevade,240
Itaú de Minas,Monte Santo de Minas,80
Ponte Nova,Ubá,135
Bertópolis,Itambacuri,285
Seritinga,Três Corações,190
Carandaí,São João del Rei,110
Igarapé,Itapecerica,165
Poços de Caldas,Serrania,110
Bom Despacho,São Sebastião do Paraíso,320
Lima Duarte,Paraguaçu,385
Araporã,Uberlândia,100
Carmésia,Itabira,130
Buenópolis,Luislândia,290
Borda da Mata,Jacutinga,70
Divinópolis,Ibituruna,175
Água Boa,Poté,135
Campanário,Machacalis,225
Carbonita,Presidente Juscelino,225
Divino,Fervedouro,30
Entre Rios de Minas,Resende Costa,60
Luz,Monte Alegre de Minas,330
Bela Vista de Minas,São Gonçalo do Rio Abaixo,45
Campanha,Varginha,45
Tabuleiro,Viçosa,140
Coroaci,Itabira,300
Liberdade,Olaria,80
Campos Altos,Carmo do Paranaíba,130
Alfredo Vasconcelos,Senhora dos Remédios,50
Juiz de Fora,Seritinga,185
Lavras,Oliveira,120
Itabira,José Raydan,275
Coimbra,Ouro Preto,175
Montes Claros,São João do Paraíso,350
Cambuquira,Seritinga,160
Alfenas,Botelhos,90
Córrego Danta,Medeiros,90
Divinópolis,Ribeirão Vermelho,180
Porto Firme,Visconde do Rio Branco,90
Santa Bárbara do Tugúrio,Tocantins,90
Manhumirim,Rio Casca,145
Campanário,Padre Paraíso,185
Coronel Fabriciano,Fernandes Tourinho,130
Capelinha,Sete Lagoas,540
Alfenas,Perdões,180
Pouso Alegre,Silvianópolis,45
Sardoá,Virgolândia,75
Itapecerica,São Joaquim de Bicas,170
Bela Vista de Minas,Caratinga,210
Divisa Alegre,Medina,50
Bela Vista de Minas,Ipatinga,120
Carvalhos,Juiz de Fora,180
Dores de Campos,Prados,20
São Pedro do Suaçuí,Virginópolis,120
Rio Pomba,Viçosa,125
Mariana,Visconde do Rio Branco,190
Itabirito,Viçosa,200
Juiz de Fora,Muriaé,180
Juiz de Fora,Paraguaçu,455
Augusto de Lima,São Francisco,340
Capelinha,Paraopeba,490
Guarará,Leopoldina,70
Piumhi,Vargem Bonita,70
Mariana,Ubá,215
Bom Sucesso,Santo Antônio do Amparo,25
Conselheiro Pena,Resplendor,50
Inhapim,São João do Manhuaçu,125
Cachoeira da Prata,Pará de Minas,105
Divinolândia de Minas,Senhora do Porto,80
Açucena,Coluna,225
Juiz de Fora,Timóteo,510
Ipatinga,Salto da Divisa,750
Campos Gerais,Monte Belo,120
Careaçu,Heliodora,30
Carmo de Minas,Olímpio Noronha,30
Congonhas,São Brás do Suaçuí,30
Formiga,Pedra do Indaiá,60
Itajubá,Pouso Alegre,60
Lajinha,Reduto,90
Matutina,São Gotardo,30
Ponte Nova,São Pedro dos Ferros,60
Rio Preto,Santa Bárbara do Monte Verde,30
São Domingos do Prata,São José do Goiabal,60
Águas Formosas,Itambacuri,220
Alfenas,Muzambinho,95
Formiga,Tapiraí,130
Monte Belo,Nepomuceno,205
Araguari,Iraí de Minas,145
Coimbra,Ponte Nova,75
Almenara,Inhapim,540
Moema,São Sebastião do Paraíso,300
Governador Valadares,Manhuaçu,240
Oliveira,Perdões,80
Porteirinha,Riacho dos Machados,40
Boa Esperança,Varginha,85
Campos Gerais,Nepomuceno,85
São Gonçalo do Rio Preto,Minas Novas,255
Frutal,Monte Azul,1090
Carmo do Rio Claro,Três Pontas,180
Almenara,Dom Cavati,515
Águas Formosas,Campanário,190
Coimbra,Piranga,100
Reduto,Rio Casca,100
Campos Altos,Cana Verde,265
Andrelândia,Juiz de Fora,180
Fervedouro,Leopoldina,120
Jaíba,Janaúba,60
Mariana,Urucânia,120
Acaiaca,Ponte Nova,50
Betim,Rio Manso,65
Moema,Pitangui,130
Araxá,Divinópolis,240
Betim,Bonfim,80
Itaúna,Pedra do Indaiá,90
Juiz de Fora,Mar de Espanha,90
Além Paraíba,Pirapetinga,40
Jequitinhonha,Salto da Divisa,200
Betim,Onça de Pitangui,100
Campos Gerais,Santo Antônio do Amparo,150
Barbacena,São Vicente de Minas,160
Ouro Preto,São Geraldo,190
Belo Horizonte,Rio Doce,255
Francisco Sá,Teófilo Otoni,585
Belo Horizonte,Ipanema,490
Água Boa,Capelinha,50
Antônio Prado de Minas,Eugenópolis,20
Barbacena,Cristiano Otoni,45
Caiana,Espera Feliz,10
Cana Verde,Perdões,20
Carmo da Mata,Oliveira,25
Coroaci,Governador Valadares,80
Diamantina,Gouveia,45
Guanhães,Sabinópolis,30
Itaobim,Padre Paraíso,50
Lima Duarte,Olaria,20
Malacacheta,Turmalina,210
Miraí,Visconde do Rio Branco,55
Belo Horizonte,Prados,225
Campo Belo,Perdizes,420
Ibiá,Lavras,390
Lambari,Três Corações,60
Planura,São Francisco de Sales,150
Campos Gerais,Lavras,125
Carbonita,Couto de Magalhães de Minas,110
Itabira,Santa Maria do Suaçuí,300
Capelinha,Poté,195
Bambuí,Campo Belo,180
Barão de Cocais,Rio Piracicaba,90
Jacinto,Salto da Divisa,80
Alpercata,Itambacuri,150
Barbacena,São João del Rei,75
Patos de Minas,Salinas,600
Sabinópolis,Virginópolis,65
Carmópolis de Minas,Desterro de Entre Rios,60
Belo Horizonte,Passabém,212
Belo Horizonte,Senador Modestino Gonçalves,470
Bocaiúva,Coluna,310
Almenara,Caratinga,570
Alpercata,Santa Bárbara do Leste,140
Divino,São João do Manhuaçu,45
João Pinheiro,Mirabela,360
Tabuleiro,Tocantins,45
Iapu,João Monlevade,170
Dores de Guanhães,Joanésia,80
Fervedouro,Alto Jequitibá,80
Miraí,Muriaé,40
Barroso,Juiz de Fora,120
Conceição do Pará,Moema,110
Divinópolis,Pompéu,200
Ouro Preto,Visconde do Rio Branco,200
Itambacuri,Machacalis,250
São Pedro do Suaçuí,Timóteo,280
Abre Campo,Ouro Preto,180
Areado,Muzambinho,60
Barbacena,Carandaí,30
Ibiá,Santa Juliana,180
Coronel Fabriciano,Sobrália,115
Brasilândia de Minas,Urucuia,165
São Lourenço,Três Corações,135
Alpercata,Inhapim,80
Campanário,Caratinga,240
Periquito,Timóteo,88
Aimorés,Manhuaçu,180
Alterosa,Muzambinho,75
Inhapim,João Monlevade,200
Juiz de Fora,Teixeiras,220
Elói Mendes,Lima Duarte,350
Ituiutaba,Iturama,210
Abre Campo,Reduto,70
Elói Mendes,Machado,65
Arcos,Perdões,150
Belo Horizonte,Jequitibá,125
Cambuquira,Campanha,20
Carbonita,Inimutaba,260
Coimbra,Porto Firme,60
Coroaci,Santa Efigênia de Minas,60
Guarani,São João Nepomuceno,40
Itaobim,Naque,400
Itutinga,Nazareno,20
Medina,Pedra Azul,40
Monte Santo de Minas,São Sebastião do Paraíso,40
Muriaé,Patrocínio do Muriaé,20
Nova Era,São Domingos do Prata,20
Piedade de Ponte Nova,Ponte Nova,40
Riachinho,Unaí,160
Bertópolis,Frei Inocêncio,355
Inhapim,Timóteo,95
Paraguaçu,Poços de Caldas,130
Curral de Dentro,Itaobim,185
Coimbra,Conselheiro Lafaiete,180
Naque,Novo Oriente de Minas,300
Cássia,Piumhi,140
Dom Cavati,Ubaporanga,35
Luminárias,São Bento Abade,35
Mariana,São Geraldo,175
Mariana,Viçosa,140
Presidente Juscelino,Veredinha,420
Sete Lagoas,Três Marias,210
Belo Horizonte,Cláudio,120
Juiz de Fora,Santana do Deserto,120
Congonhas,Juiz de Fora,205
Pouso Alegre,Santa Rita de Caldas,85
Botelhos,Cabo Verde,30
Água Boa,Itabira,330
Espera Feliz,Juiz de Fora,330
Monte Azul,Patrocínio,760
Alfenas,Elói Mendes,65
Brasília de Minas,Buenópolis,260
Coroaci,Peçanha,65
Itamarandiba,Presidente Juscelino,275
João Monlevade,Ubaporanga,210
Itamarandiba,São José do Jacuri,80
Catas Altas,Nova Era,125
Araxá,Salinas,690
Caldas,Poços de Caldas,45
Campos Gerais,Carmópolis de Minas,210
Braúnas,Joanésia,30
Congonhal,Ipuiúna,30
Divinolândia de Minas,Virgolândia,120
Boa Esperança,Santo Antônio do Amparo,110
Alfenas,Lavras,175
Divino,Martins Soares,130
São Geraldo,Ubá,40
Betim,Pequi,100
Alfenas,Andradas,210
Campanário,Dom Cavati,180
Almenara,Felisburgo,110
Itabira,Peçanha,240
Belo Horizonte,Sete Lagoas,65
Cambuquira,Olaria,230
Uberlândia,Unaí,470
Andrelândia,Minduri,50
Juiz de Fora,Rochedo de Minas,75
Luminárias,Três Corações,75
Pedra Azul,Ponto dos Volantes,89
Bom Jardim de Minas,Varginha,270
Passos,Santana da Vargem,220
Martins Soares,Ponte Nova,170
Cantagalo,Itabira,230
Itabira,Malacacheta,410
Belo Horizonte,Franciscópolis,540
Carmo do Paranaíba,Rio Paranaíba,60
Itabirito,Mariana,60
Carlos Chagas,Nanuque,40
Ponte Nova,Visconde do Rio Branco,105
Ressaquinha,São João del Rei,90
Brasília de Minas,Sete Lagoas,480
Ipatinga,Uberlândia,620
Manhumirim,Ponte Nova,200
Cristina,Pouso Alegre,130
Belo Horizonte,Ritápolis,225
Dores do Indaiá,Santa Rosa da Serra,150
Belo Horizonte,Piranga,200
Alterosa,Guaxupé,105
Caratinga,Nova Era,230
Belo Horizonte,Porto Firme,240
Governador Valadares,Muriaé,290
Botelhos,Muzambinho,60
Almenara,Governador Valadares,380
Capelinha,Peçanha,170
Aiuruoca,Juiz de Fora,200
Arcos,Lavras,180
Barbacena,Desterro do Melo,40
Belo Horizonte,Bonfim,110
Congonhas,Desterro de Entre Rios,90
Engenheiro Caldas,Inhapim,50
Guiricema,Ubá,40
Jesuânia,Três Corações,70
Juiz de Fora,Mercês,120
Monte Sião,Ouro Fino,40
Presidente Kubitschek,Serro,40
Malacacheta,Santa Maria de Itabira,370
Paraopeba,São Francisco,480
Capelinha,Itamarandiba,65
Curvelo,Senador Modestino Gonçalves,260
Belo Horizonte,Virgolândia,450
Cordisburgo,Sete Lagoas,55
Belo Horizonte,Entre Rios de Minas,145
Machado,Varginha,90
Timóteo,Viçosa,295
Capelinha,Inimutaba,410
Campos Altos,Perdões,290
Perdizes,Perdões,465
Itabira,Virginópolis,200
Passos,Três Pontas,240
Juiz de Fora,Nova Era,420
Belo Horizonte,Nacip Raydan,460
Minas Novas,Santa Maria do Suaçuí,170
Nazareno,Oliveira,110
Campo Belo,Uberlândia,550
Ipuiúna,Santa Rita de Caldas,25
Rio Novo,Rio Pomba,60
Três Pontas,Varginha,40
Itambacuri,Poté,90
Lavras,Pouso Alegre,170
Belo Horizonte,Matozinhos,40
Mariana,Santa Bárbara,80
Martinho Campos,Paineiras,80
Belo Horizonte,Crucilândia,135
Barão de Cocais,Mariana,95
Bom Jardim de Minas,Minduri,95
Sete Lagoas,Veredinha,570
Belo Horizonte,Pitangui,150
Itaguara,Itaúna,70
Bertópolis,Naque,460
Águas Formosas,Joaíma,60
Cônego Marinho,Miravânia,75
Felisburgo,Rio do Prado,30
Governador Valadares,Santa Bárbara do Leste,165
Guimarânia,Uberlândia,210
Ingaí,Luminárias,30
Jequitaí,São João da Lagoa,75
Juiz de Fora,Liberdade,150
Machacalis,Teófilo Otoni,150
Mato Verde,Montezuma,150
Nepomuceno,Três Pontas,60
Novo Oriente de Minas,Pavão,30
Prados,Santos Dumont,120
Cabo Verde,Poços de Caldas,80
Manhuaçu,Ponte Nova,150
Abaeté,Morada Nova de Minas,100
Cláudio,Itapecerica,50
Conselheiro Pena,Coronel Fabriciano,235
Bela Vista de Minas,Inhapim,170
Bertópolis,Crisólita,85
Ipatinga,Itanhomi,120
Frei Inocêncio,Pavão,230
Abre Campo,Martins Soares,90
Bela Vista de Minas,Ubaporanga,180
Carmo do Paranaíba,Uberaba,380
Igaratinga,Perdigão,55
Paraopeba,Veredinha,520
São Pedro do Suaçuí,Turmalina,205
Governador Valadares,Santa Efigênia de Minas,95
Cambuquira,Conceição do Rio Verde,40
Coronel Pacheco,Tocantins,80
Itaúna,Mateus Leme,20
Ipatinga,Ouro Preto,300
Itabirito,Teixeiras,180
Serra Azul de Minas,Serro,60
Nova Era,Santa Bárbara,105
Lagoa Formosa,Nova Serrana,300
Belo Horizonte,Caratinga,365
Belo Horizonte,Pequi,130
Olaria,Varginha,300
Belo Horizonte,Cordisburgo,140
Capelinha,Curvelo,420
Coronel Fabriciano,Muriaé,280
Ilicínea,Varginha,120
Andrelândia,Piedade do Rio Grande,75
Divinópolis,Perdigão,50
Ouro Preto,Viçosa,150
Ipanema,Ponte Nova,255
Caxambu,Olaria,160
Divinópolis,Martinho Campos,160
Itaobim,Salto da Divisa,270
Divino das Laranjeiras,Mantena,85
Guanhães,Santana do Paraíso,170
Matipó,Ouro Preto,205
Mirabela,São João das Missões,205
Belo Horizonte,José Raydan,385
Barão de Cocais,Nova Era,90
Catuji,Salinas,360
Governador Valadares,José Raydan,180
Oliveira,Ribeirão Vermelho,90
Engenheiro Caldas,Ubaporanga,60
Teixeiras,Tocantins,100
Paraguaçu,Perdões,170
Santa Rita do Sapucaí,Três Corações,150
Pompéu,São José da Varginha,115
Belo Oriente,Ipatinga,40
Juruaia,Nova Resende,40
Lagoa Santa,Serro,240
Capitólio,São José da Barra,50
Iguatama,Lavras,200
Elói Mendes,Juiz de Fora,410
Leopoldina,Volta Grande,105
Lima Duarte,Santa Rita de Jacutinga,105
Muzambinho,Poços de Caldas,110
Governador Valadares,Resplendor,115
Águas Formosas,Bertópolis,60
Dom Silvério,Rio Piracicaba,60
Santana da Vargem,Varginha,60
São João del Rei,São Tiago,60
Naque,Padre Paraíso,320
Coimbra,Tocantins,65
Materlândia,Santa Maria de Itabira,188
Argirita,Juiz de Fora,90
Ipatinga,Itamarandiba,360
Campanário,Ubaporanga,210
Ouro Preto,Santa Bárbara,105
Engenheiro Caldas,Santa Bárbara do Leste,110
Betim,Japaraíba,225
Além Paraíba,Muriaé,120
Campanário,Fervedouro,360
Uberaba,Unaí,540
Cana Verde,Iguatama,145
Luislândia,Paraopeba,450
Naque,São João do Manteninha,190
Periquito,São João do Manteninha,190
Campo Florido,Frutal,95
Dom Silvério,São Gonçalo do Rio Abaixo,120
Dores de Guanhães,Santana do Paraíso,120
Galiléia,Resplendor,60
Iraí de Minas,Uberlândia,190
Alterosa,Monte Belo,45
Bonfim,Crucilândia,25
Coroaci,Divinolândia de Minas,90
Gouveia,Serro,80
Lamim,Senhora de Oliveira,20
Santa Efigênia de Minas,Virginópolis,45
Guanhães,São Pedro do Suaçuí,80
Pavão,Timóteo,400
Crisólita,Naque,370
Muriaé,Santa Bárbara do Tugúrio,210
Ipatinga,Itaobim,370
Cataguases,Santa Bárbara do Tugúrio,130
Couto de Magalhães de Minas,Virgem da Lapa,250
Guimarânia,Monte Carmelo,125
Campos Gerais,Itaguara,230
Betim,Crucilândia,105
Formiga,Uberlândia,495
Bonfinópolis de Minas,Urucuia,90
Olaria,Santa Rita de Jacutinga,85
Arantina,Minduri,80
Catuji,Governador Valadares,240
Cataguases,Muriaé,75
Caxambu,Três Corações,75
Conceição das Alagoas,Itapagipe,150
Belo Horizonte,São Tiago,220
Betim,Leandro Ferreira,135
Araçuaí,Lagoa da Prata,720
Campo Belo,Campos Altos,240
Curral de Dentro,Francisco Sá,240
Curvelo,Jaíba,480
Jacinto,Jequitinhonha,115
Alpercata,Dom Cavati,55
Mariana,Rio Casca,120
Perdões,Uberlândia,600
Carbonita,Montes Claros,245
Caratinga,Jequitinhonha,525
Crisólita,Frei Inocêncio,260
Ouro Branco,São João del Rei,130
São Gonçalo do Rio Preto,Paraopeba,285
Barão de Cocais,Ouro Preto,120
Inhaúma,Pará de Minas,120
Barbacena,Ewbank da Câmara,75
Naque,Pavão,335
Curvelo,Itamarandiba,320
Capitão Enéas,Mato Verde,140
Ipatinga,Mariana,270
Dom Cavati,Padre Paraíso,350
Cristina,Santa Rita do Sapucaí,95
Pequi,Pompéu,95
Águas Formosas,Governador Valadares,330
Lagoa Santa,Santo Antônio do Itambé,270
Minas Novas,Turmalina,30
Frei Inocêncio,Machacalis,315
Botelhos,Poços de Caldas,50
Bonfim,Igarapé,55
Carbonita,São Gonçalo do Rio Preto,110
Ouro Preto,Teixeiras,135
Campanário,Teófilo Otoni,50
Crisólita,Teófilo Otoni,100
Frei Inocêncio,São José do Divino,100
São Bento Abade,São Thomé das Letras,25
Divinópolis,Lavras,195
Barão de Cocais,Belo Horizonte,115
São João Evangelista,Timóteo,230
Catuji,Inhapim,340
Arcos,Tapiraí,90
Inimutaba,Senador Modestino Gonçalves,240
Juiz de Fora,Laranjal,150
Areado,Guaxupé,85
Belo Horizonte,Onça de Pitangui,130
Aimorés,Periquito,225
Carvalhópolis,Pouso Alegre,140
Açucena,Divinolândia de Minas,60
Carandaí,Cristiano Otoni,20
Careaçu,Cordislândia,60
Santa Maria de Itabira,Virginópolis,160
Catuji,Ubaporanga,350
Inimutaba,Itamarandiba,310
Ressaquinha,Senhora dos Remédios,35
Ipatinga,Santa Bárbara,200
Belo Horizonte,Igaratinga,115
Betim,Papagaios,140
Belo Horizonte,Inhapim,320
Arcos,Cana Verde,120
Barão de Cocais,João Monlevade,60
Barroso,Itutinga,105
Carangola,Miradouro,60
Congonhas,Santos Dumont,150
Datas,Itamarandiba,210
Lagoa da Prata,Pitangui,150
Rio Casca,Ubá,180
Manhuaçu,Orizânia,55
Diamantina,Presidente Juscelino,100
Governador Valadares,Timóteo,140
Novo Oriente de Minas,Teófilo Otoni,70
Coronel Fabriciano,São João do Manteninha,270
Campos Altos,Lavras,310
Coluna,Ipatinga,310
Gouveia,Presidente Kubitschek,40
Ponte Nova,Rio Casca,50
Coronel Fabriciano,Engenheiro Caldas,105
Ipatinga,Leopoldina,300
Inhapim,Padre Paraíso,370
Lavras,Uberlândia,630
Machacalis,Naque,420
Belo Horizonte,Coimbra,285
Conceição das Alagoas,São Francisco de Sales,195
Frei Inocêncio,Novo Oriente de Minas,195
Belo Horizonte,Papagaios,170
Bertópolis,Timóteo,510
Padre Paraíso,Ubaporanga,380
Monte Azul,Uberlândia,840
Areado,Paraguaçu,70
Alfenas,Bandeira do Sul,115
Coromandel,Estrela do Sul,105
Itaobim,Teófilo Otoni,120
Água Boa,José Raydan,45
Astolfo Dutra,Rio Pomba,45
Bom Jardim de Minas,Santa Rita de Jacutinga,45
Inconfidentes,Santa Rita do Sapucaí,90
Nova Era,Ubaporanga,200
Patos de Minas,Perdões,410
Belo Horizonte,São João Evangelista,285
Ipatinga,João Monlevade,120
José Raydan,Minas Novas,185
Pirapora,Várzea da Palma,50
Brasília de Minas,Paraopeba,420
Guanhães,Itabira,160
Araxá,Teófilo Otoni,810
Belo Horizonte,Bom Jesus do Amparo,85
Moema,Quartel Geral,110
Coronel Fabriciano,Divino das Laranjeiras,210
São José do Jacuri,Senhora do Porto,125
Ipatinga,Virginópolis,135
Juiz de Fora,Miraí,195
Central de Minas,Timóteo,295
Bertópolis,Governador Valadares,385
Leopoldina,Teófilo Otoni,540
Andrelândia,Ibertioga,120
Belo Horizonte,Malacacheta,500
Bicas,Santana do Deserto,60
Caratinga,Ubaporanga,20
Durandé,Martins Soares,20
Engenheiro Navarro,Francisco Dumont,40
Itaguara,Ritápolis,110
Josenópolis,Padre Carvalho,30
Nanuque,Teófilo Otoni,120
Paiva,Piraúba,60
Porteirinha,Rio Pardo de Minas,120
Pouso Alegre,São Gonçalo do Sapucaí,50
Conselheiro Lafaiete,Mercês,140
Águas Formosas,Frei Inocêncio,280
Belo Horizonte,Minas Novas,540
Itabirito,Santa Margarida,180
Engenheiro Caldas,Ipatinga,85
Machacalis,Timóteo,480
Alfredo Vasconcelos,São João del Rei,75
Bambuí,Luz,75
Belo Horizonte,Ouro Preto,65
Conceição do Pará,Lagoa da Prata,130
Engenheiro Caldas,Nanuque,395
Barbacena,Piraúba,110
Iturama,Planura,200
Divino das Laranjeiras,Naque,133
Bambuí,Uberlândia,390
Inhapim,Jequitinhonha,510
Manhuaçu,Muriaé,150
Ouro Preto,Urucânia,125
Coluna,Senhora do Porto,160
Salinas,Teófilo Otoni,435
Campanário,Inhapim,195
Divinópolis,Quartel Geral,210
Madre de Deus de Minas,São João del Rei,60
São Gotardo,Tiros,60
Ouro Preto,Santa Rita de Minas,290
Juiz de Fora,Varginha,375
Baependi,Elói Mendes,170
Central de Minas,Naque,160
Central de Minas,Periquito,160
Divinópolis,Nazareno,185
Itambacuri,Ubaporanga,235
Nova Era,Ouro Branco,300
Além Paraíba,Astolfo Dutra,100
Betim,Maravilhas,125
Dom Cavati,Engenheiro Caldas,25
Lagoa da Prata,São Sebastião do Paraíso,265
Jacutinga,Pouso Alegre,95
Belo Horizonte,Maravilhas,155
Gouveia,Veredinha,270
Águas Formosas,Naque,385
Belo Horizonte,Belo Vale,100
Araxá,Mato Verde,720
Bicas,Mar de Espanha,30
Carmo da Mata,Lavras,135
Descoberto,Rochedo de Minas,30
Divinópolis,Japaraíba,120
Mariana,Ouro Preto,15
Caratinga,Mariana,275
Ipatinga,Muriaé,260
Barão de Cocais,Ipatinga,183
Patrocínio,Salinas,581
Barbacena,Cataguases,160
Divinópolis,Dores do Indaiá,180
Coluna,Coronel Fabriciano,315
Nova Era,Timóteo,65
Barbacena,Ouro Preto,150
Belo Horizonte,Guiricema,300
Itabira,Senhora do Porto,130
Nova Era,Ouro Preto,200
Cachoeira de Minas,Paraisópolis,30
Formiga,Piumhi,70
Capelinha,São Pedro do Suaçuí,135
Governador Valadares,Teófilo Otoni,120
Luz,Medeiros,120
Nova Ponte,Pará de Minas,440
Augusto de Lima,Mirabela,210
Campanário,Catuji,140
Itabira,Timóteo,105
Piumhi,São José da Barra,70
Periquito,Poté,250
Araújos,Pará de Minas,90
Campos Altos,Sacramento,120
Curvelo,Veredinha,450
Ouro Preto,São Gonçalo do Rio Abaixo,150
Machacalis,Novo Oriente de Minas,115
Belo Horizonte,Poté,540
Juiz de Fora,Oliveira,275
Antônio Dias,Bela Vista de Minas,60
Areado,Boa Esperança,120
Bandeira do Sul,Campestre,20
Itabirito,Ouro Preto,40
Janaúba,Montalvânia,240
Ritápolis,São João del Rei,20
Santa Bárbara do Leste,São João do Manhuaçu,60
Santa Maria do Suaçuí,São João Evangelista,80
Grão Mogol,Montes Claros,109
Iguatama,Uberlândia,420
Pouso Alegre,Três Corações,100
Caratinga,São João do Manhuaçu,85
Belo Horizonte,São Domingos do Prata,150
Manhuaçu,Santa Bárbara do Leste,65
Naque,Poté,265
Dores do Indaiá,Moema,80
Águas Formosas,Timóteo,445
Aiuruoca,Alagoa,90
Buenópolis,Mirabela,180
Itacambira,Montes Claros,90
Japonvar,São João das Missões,180
Paracatu,Pirapora,270
Paracatu,Uberlândia,360
Santa Bárbara do Tugúrio,Ubá,90
Baependi,Minduri,70
Cana Verde,Juiz de Fora,315
Ouro Preto,Timóteo,270
Jacinto,Timóteo,640
Bertópolis,Novo Oriente de Minas,143
Arcos,Juiz de Fora,450
Formiga,Itaú de Minas,190
São Geraldo,Tocantins,50
Divisa Alegre,Padre Paraíso,140
Capelinha,Datas,290
Central de Minas,Coronel Fabriciano,240
Muriaé,Teófilo Otoni,460
Monte Carmelo,São Gotardo,310
José Raydan,Turmalina,165
Gouveia,Senador Modestino Gonçalves,140
Engenheiro Caldas,Itaobim,285
Alpercata,Engenheiro Caldas,30
Alto Rio Doce,Ubá,90
Caratinga,Iapu,60
Desterro de Entre Rios,Passa Tempo,30
Guaxupé,Muzambinho,30
Mariana,Teixeiras,120
Belo Horizonte,Monte Carmelo,455
Lima Duarte,Varginha,305
Belo Horizonte,São Sebastião do Paraíso,400
Jequitinhonha,Ubaporanga,515
Abre Campo,Simonésia,100
Belo Horizonte,Itaverava,140
Araxá,Porteirinha,760
Belo Horizonte,Senhora de Oliveira,190
Belo Horizonte,Guarani,305
Águas Formosas,Novo Oriente de Minas,80
Campanário,Leopoldina,480
Governador Valadares,Ipatinga,90
Carbonita,Ipatinga,405
Coronel Fabriciano,Santa Bárbara,180
Bocaiúva,Timóteo,605
Juiz de Fora,Viçosa,195
Inhapim,Itaobim,377
Inconfidentes,Jacutinga,50
Cachoeira Dourada,Uberlândia,210
Caxambu,Lima Duarte,170
Divino,Tombos,60
Natalândia,Unaí,100
Alpercata,São João do Oriente,65
Carandaí,Ouro Branco,65
Alfenas,Poços de Caldas,135
Belo Horizonte,Martinho Campos,210
Cordisburgo,Prudente de Morais,70
Matipó,Santa Bárbara do Leste,75
Caratinga,Engenheiro Caldas,80
Caratinga,Raul Soares,80
Itamogi,Passos,85
Frei Inocêncio,Periquito,90
Bocaiúva,Janaúba,195
Montes Claros,Timóteo,660
Água Boa,Turmalina,120
Dom Cavati,Jequitinhonha,480
Água Boa,Minas Novas,135
Itaobim,Pedra Azul,69
Belo Horizonte,Sardoá,370
Itambacuri,Malacacheta,135
Engenheiro Caldas,Jequitinhonha,455
Bicas,Maripá de Minas,20
Bom Despacho,Lagoa da Prata,65
Coqueiral,Varginha,80
Itaúna,Japaraíba,160
Januária,Pedras de Maria da Cruz,20
Rio Pomba,Ubá,45
Alpercata,São João do Manhuaçu,190
Andrelândia,Arantina,30
Araçuaí,Coronel Murta,50
Cambuquira,São Gonçalo do Sapucaí,55
Cantagalo,Guanhães,60
Ipatinga,Sobrália,95
Jequitinhonha,Joaíma,25
Lavras,Nepomuceno,25
Ouro Preto,Santa Bárbara do Leste,280
Piedade do Rio Grande,São Vicente de Minas,50
Tabuleiro,Ubá,60
Dom Cavati,Nanuque,410
Contagem,Sete Lagoas,65
Arcos,Uberlândia,455
Araxá,Sacramento,60
Ponte Nova,Simonésia,175
Frei Inocêncio,Naque,105
Carlos Chagas,Dom Cavati,350
Manhuaçu,Santa Rita de Minas,65
Araxá,Mantena,875
Fervedouro,Frei Inocêncio,300
Juiz de Fora,Pequeri,75
Maravilhas,Pompéu,75
Belo Horizonte,Santa Efigênia de Minas,355
Perdões,Santana da Vargem,70
Coronel Fabriciano,Galiléia,205
Arcos,Itaúna,135
Curvelo,Manga,550
Almenara,Teófilo Otoni,240
Conceição do Pará,Divinópolis,60
Luz,Tapiraí,55
Mariana,Santa Rita de Minas,260
Teófilo Otoni,Ubaporanga,260
Araxá,Itaobim,880
Campanário,Malacacheta,158
Pedra Azul,Salinas,195
Divinópolis,Ritápolis,116
Mariana,Matipó,180
Ibiá,Mato Verde,660
Belo Horizonte,Dores de Guanhães,255
Guarda-Mor,Monte Carmelo,180
Alfenas,Carmópolis de Minas,260
Belo Horizonte,Ipaba,285
Belo Horizonte,São Pedro dos Ferros,240
Peçanha,São João Evangelista,30
Coronel Fabriciano,Ouro Preto,270
Belo Horizonte,Gonzaga,345
Belo Horizonte,Brasília de Minas,540
Belo Horizonte,Lajinha,360
Inhapim,Itambacuri,220
Oliveira,Três Marias,330
Ouro Branco,Ressaquinha,80
Belo Horizonte,Rio Casca,180
Ipatinga,São José do Jacuri,260
Guarda-Mor,Patos de Minas,175
Montalvânia,Montes Claros,390
Bom Jardim de Minas,Caxambu,120
Belo Horizonte,Materlândia,335
Formiga,Luz,190
Campo Belo,Juiz de Fora,335
Diamantina,Montes Claros,270
Belo Horizonte,Cantagalo,335
Campos Altos,Iguatama,110
Juatuba,Onça de Pitangui,70
Catas Altas,Ouro Preto,85
Caratinga,Catuji,360
Itueta,Periquito,205
Baldim,Santana de Pirapama,60
Fervedouro,Governador Valadares,240
Nazareno,São João del Rei,60
Nepomuceno,Santo Antônio do Amparo,60
Caxambu,Cruzília,40
