@RELATION info_dengue

@ATTRIBUTE casos      NUMERIC
@ATTRIBUTE p_rt1      NUMERIC
@ATTRIBUTE p_inc100k  NUMERIC
@ATTRIBUTE nivel      {1,2,3,4}

@DATA
0,0.0,0.0,1
0,0.0,0.0,1
1,0.801469,8.85975,1
1,0.757448,8.85975,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.943282,8.85975,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.909248,17.7195,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.841626,8.85975,1
0,0.0,0.0,1
1,0.748503,8.85975,1
0,0.0,0.0,1
1,0.707965,8.85975,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.794166,8.85975,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.801564,8.85975,1
4,0.9676049999999999,35.439,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.742727,8.85975,1
1,0.7697510000000001,8.85975,1
0,0.0,0.0,1
2,0.822049,17.7195,1
1,0.546927,8.85975,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.8661610000000001,17.7195,1
5,0.968939,44.2988,1
2,0.495029,17.7195,1
4,0.6666979999999999,35.439,1
3,0.466787,26.5793,1
5,0.725004,44.2988,1
3,0.401352,26.5793,1
8,0.917319,79.7378,1
3,0.242252,26.5793,1
20,0.999727,230.354,1
8,0.547534,97.4573,4
18,0.993107,283.512,4
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.943319,10.4069,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.9346479999999999,10.4069,1
0,0.0,0.0,1
1,0.749808,10.4069,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.943318,10.4069,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,20.8138,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.841659,10.4069,1
2,0.9018639999999999,20.8138,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.64365,10.4069,1
6,0.9868239999999999,62.4415,1
4,0.797086,41.6276,1
8,0.897993,83.2553,1
9,0.833391,93.6622,1
19,0.9957860000000001,228.952,1
25,0.9961610000000001,312.207,4
71,1.0,1019.88,4
76,1.0,1228.02,4
49,0.890481,967.8430000000001,4
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
1,0.944159,82.4402,1
0,0.0,0.0,1
1,0.749838,82.4402,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.944159,82.4402,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,164.88,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,164.88,1
1,0.681719,82.4402,1
0,0.0,0.0,1
12,0.11268099999999999,1.83542,2
22,0.862369,3.5179,2
21,0.8489690000000001,3.5179,2
32,0.986816,5.6592199999999995,2
15,0.12266300000000001,2.60018,2
12,0.036936300000000005,2.14133,2
8,0.0236893,1.52952,2
15,0.886541,3.67085,2
3,0.011373999999999999,0.76476,2
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
0,0.5,0.0,1
1,0.944159,11.0939,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.802279,11.0939,1
1,0.757479,11.0939,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.944159,11.0939,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,22.1877,1
3,0.919847,33.2816,1
2,0.609808,22.1877,1
0,0.0,0.0,1
1,0.325702,11.0939,1
6,0.966333,66.5631,1
12,0.9961639999999999,144.22,1
13,0.957169,155.314,4
12,0.72453,144.22,4
14,0.740783,177.502,4
13,0.654249,177.502,4
2,0.00060639,22.1877,2
5,0.14438800000000002,77.657,2
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.942477,4.09719,1
1,0.802216,4.09719,1
0,0.0,0.0,1
1,0.637158,4.09719,1
1,0.643651,4.09719,1
0,0.0,0.0,1
1,0.630178,4.09719,1
1,0.643053,4.09719,1
0,0.0,0.0,1
1,0.630178,4.09719,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.793489,4.09719,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
1,0.944159,4.09719,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
0,0.0,0.0,1
2,0.965335,8.19437,1
4,0.9555950000000001,16.3887,1
