data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,notif_accum_year
2017-12-31,201801,12.0,12,12,12,0.11268099999999999,1.83542,0,2,3118601020180117596,2018-03-06,nan
2018-01-07,201802,23.0,22,24,22,0.862369,3.5179,0,2,3118601020180217596,2018-03-06,nan
2018-01-14,201803,23.0,21,23,21,0.8489690000000001,3.5179,0,2,3118601020180317596,2018-03-06,nan
2018-01-21,201804,37.0,33,37,32,0.986816,5.6592199999999995,0,2,3118601020180417596,2018-03-06,nan
2018-01-28,201805,17.0,15,18,15,0.12266300000000001,2.60018,0,2,3118601020180517596,2018-03-06,nan
2018-02-04,201806,14.0,12,15,12,0.036936300000000005,2.14133,0,2,3118601020180617596,2018-03-06,nan
2018-02-11,201807,10.0,9,11,8,0.0236893,1.52952,0,2,3118601020180717596,2018-03-06,nan
2018-02-18,201808,24.0,20,26,15,0.886541,3.67085,0,2,3118601020180817596,2018-03-06,nan
2018-02-25,201809,5.0,3,6,3,0.011373999999999999,0.76476,0,2,3118601020180917596,2018-03-06,nan
